YearEnd,LocationDesc,Question,Data_Value,Age_years,GeoLocation
2021,Massachusetts,Percent of adults aged 18 years and older who have obesity,34.6,55 - 64,"(42.27687047000046, -72.08269067499964)"
2021,Virginia,Percent of adults aged 18 years and older who have obesity,42.7,45 - 54,"(37.54268067400045, -78.45789046299967)"
2021,Pennsylvania,Percent of adults aged 18 years and older who have obesity,37.4,35 - 44,"(40.79373015200048, -77.86070029399963)"
2021,New Hampshire,Percent of adults aged 18 years and older who have obesity,38.8,45 - 54,"(43.65595011300047, -71.50036091999965)"
2021,Vermont,Percent of adults aged 18 years and older who have obesity,33.0,35 - 44,"(43.62538123900049, -72.51764079099962)"
2021,Virgin Islands,Percent of adults aged 18 years and older who have obesity,27.5,25 - 34,"(18.335765, -64.896335)"
2021,Georgia,Percent of adults aged 18 years and older who have obesity,42.2,45 - 54,"(32.83968109300048, -83.62758034599966)"
2021,Iowa,Percent of adults aged 18 years and older who have obesity,44.2,45 - 54,"(42.46940091300047, -93.81649055599968)"
2021,South Dakota,Percent of adults aged 18 years and older who have obesity,44.8,55 - 64,"(44.353130053000484, -100.3735306369997)"
2021,Indiana,Percent of adults aged 18 years and older who have obesity,33.1,65 or older,"(39.766910452000445, -86.14996019399968)"
2021,Michigan,Percent of adults aged 18 years and older who have obesity,33.9,25 - 34,"(44.6613195430005, -84.71439026999968)"
2021,Colorado,Percent of adults aged 18 years and older who have obesity,33.0,45 - 54,"(38.843840757000464, -106.13361092099967)"
2021,New Jersey,Percent of adults aged 18 years and older who have obesity,26.3,65 or older,"(40.13057004800049, -74.27369128799967)"
2021,Guam,Percent of adults aged 18 years and older who have obesity,43.9,45 - 54,"(13.444304, 144.793731)"
2021,North Dakota,Percent of adults aged 18 years and older who have obesity,41.9,45 - 54,"(47.47531977900047, -100.11842104899966)"
2021,Michigan,Percent of adults aged 18 years and older who have obesity,39.6,55 - 64,"(44.6613195430005, -84.71439026999968)"
2021,Arizona,Percent of adults aged 18 years and older who have obesity,30.7,25 - 34,"(34.865970280000454, -111.76381127699972)"
2021,Wisconsin,Percent of adults aged 18 years and older who have obesity,28.3,25 - 34,"(44.39319117400049, -89.81637074199966)"
2021,Kentucky,Percent of adults aged 18 years and older who have obesity,28.2,18 - 24,"(37.645970271000465, -84.77497104799966)"
2021,Montana,Percent of adults aged 18 years and older who have obesity,33.2,35 - 44,"(47.06652897200047, -109.42442064499971)"
2021,Colorado,Percent of adults aged 18 years and older who have obesity,23.1,25 - 34,"(38.843840757000464, -106.13361092099967)"
2021,Illinois,Percent of adults aged 18 years and older who have obesity,19.3,18 - 24,"(40.48501028300046, -88.99771017799969)"
2021,Hawaii,Percent of adults aged 18 years and older who have obesity,28.3,35 - 44,"(21.304850435000446, -157.85774940299973)"
2021,Texas,Percent of adults aged 18 years and older who have obesity,35.1,25 - 34,"(31.827240407000488, -99.42677020599967)"
2021,Colorado,Percent of adults aged 18 years and older who have obesity,27.5,35 - 44,"(38.843840757000464, -106.13361092099967)"
2021,Missouri,Percent of adults aged 18 years and older who have obesity,42.7,35 - 44,"(38.635790776000476, -92.56630005299968)"
2021,Alaska,Percent of adults aged 18 years and older who have obesity,42.9,45 - 54,"(64.84507995700051, -147.72205903599973)"
2021,Puerto Rico,Percent of adults aged 18 years and older who have obesity,29.6,65 or older,"(18.220833, -66.590149)"
2021,South Dakota,Percent of adults aged 18 years and older who have obesity,40.7,35 - 44,"(44.353130053000484, -100.3735306369997)"
2021,New York,Percent of adults aged 18 years and older who have obesity,20.8,18 - 24,"(42.82700103200045, -75.54397042699964)"
2021,Nevada,Percent of adults aged 18 years and older who have obesity,35.9,35 - 44,"(39.493240390000494, -117.07184056399967)"
2021,Washington,Percent of adults aged 18 years and older who have obesity,30.7,35 - 44,"(47.52227862900048, -120.47001078999972)"
2021,Washington,Percent of adults aged 18 years and older who have obesity,18.3,18 - 24,"(47.52227862900048, -120.47001078999972)"
2021,Connecticut,Percent of adults aged 18 years and older who have obesity,32.0,35 - 44,"(41.56266102000046, -72.64984095199964)"
2021,Michigan,Percent of adults aged 18 years and older who have obesity,37.0,35 - 44,"(44.6613195430005, -84.71439026999968)"
2021,Wisconsin,Percent of adults aged 18 years and older who have obesity,32.3,65 or older,"(44.39319117400049, -89.81637074199966)"
2021,Illinois,Percent of adults aged 18 years and older who have obesity,40.0,55 - 64,"(40.48501028300046, -88.99771017799969)"
2021,North Carolina,Percent of adults aged 18 years and older who have obesity,33.0,65 or older,"(35.466220975000454, -79.15925046299964)"
2021,Guam,Percent of adults aged 18 years and older who have obesity,29.9,18 - 24,"(13.444304, 144.793731)"
2021,Kansas,Percent of adults aged 18 years and older who have obesity,42.7,45 - 54,"(38.34774030000045, -98.20078122699965)"
2021,South Carolina,Percent of adults aged 18 years and older who have obesity,32.5,65 or older,"(33.998821303000454, -81.04537120699968)"
2021,Utah,Percent of adults aged 18 years and older who have obesity,34.9,35 - 44,"(39.360700171000474, -111.58713063499971)"
2021,Puerto Rico,Percent of adults aged 18 years and older who have obesity,34.1,25 - 34,"(18.220833, -66.590149)"
2021,Louisiana,Percent of adults aged 18 years and older who have obesity,36.7,25 - 34,"(31.31266064400046, -92.44568007099969)"
2021,Oregon,Percent of adults aged 18 years and older who have obesity,33.4,25 - 34,"(44.56744942400047, -120.15503132599969)"
2021,California,Percent of adults aged 18 years and older who have obesity,26.7,25 - 34,"(37.63864012300047, -120.99999953799971)"
2021,South Carolina,Percent of adults aged 18 years and older who have obesity,47.1,45 - 54,"(33.998821303000454, -81.04537120699968)"
2021,Delaware,Percent of adults aged 18 years and older who have obesity,38.3,35 - 44,"(39.008830667000495, -75.57774116799965)"
2021,Rhode Island,Percent of adults aged 18 years and older who have obesity,20.1,18 - 24,"(41.70828019300046, -71.52247031399963)"
2021,Georgia,Percent of adults aged 18 years and older who have obesity,39.0,55 - 64,"(32.83968109300048, -83.62758034599966)"
2021,Texas,Percent of adults aged 18 years and older who have obesity,47.6,45 - 54,"(31.827240407000488, -99.42677020599967)"
2021,Oklahoma,Percent of adults aged 18 years and older who have obesity,50.0,45 - 54,"(35.47203135600046, -97.52107021399968)"
2021,Kentucky,Percent of adults aged 18 years and older who have obesity,49.0,45 - 54,"(37.645970271000465, -84.77497104799966)"
2021,Nevada,Percent of adults aged 18 years and older who have obesity,21.0,18 - 24,"(39.493240390000494, -117.07184056399967)"
2021,District of Columbia,Percent of adults aged 18 years and older who have obesity,26.3,35 - 44,"(38.89037138500049, -77.03196112699965)"
2021,Minnesota,Percent of adults aged 18 years and older who have obesity,35.8,35 - 44,"(46.35564873600049, -94.79420050299967)"
2021,New Hampshire,Percent of adults aged 18 years and older who have obesity,34.0,55 - 64,"(43.65595011300047, -71.50036091999965)"
2021,Mississippi,Percent of adults aged 18 years and older who have obesity,40.0,25 - 34,"(32.745510099000455, -89.53803082499968)"
2021,Idaho,Percent of adults aged 18 years and older who have obesity,38.4,45 - 54,"(43.682630005000476, -114.3637300419997)"
2021,Massachusetts,Percent of adults aged 18 years and older who have obesity,26.3,65 or older,"(42.27687047000046, -72.08269067499964)"
2021,West Virginia,Percent of adults aged 18 years and older who have obesity,44.6,55 - 64,"(38.66551020200046, -80.71264013499967)"
2021,North Carolina,Percent of adults aged 18 years and older who have obesity,33.9,25 - 34,"(35.466220975000454, -79.15925046299964)"
2021,Maryland,Percent of adults aged 18 years and older who have obesity,19.7,18 - 24,"(39.29058096400047, -76.60926011099963)"
2021,Arkansas,Percent of adults aged 18 years and older who have obesity,45.3,35 - 44,"(34.74865012400045, -92.27449074299966)"
2021,Nebraska,Percent of adults aged 18 years and older who have obesity,41.0,35 - 44,"(41.6410409880005, -99.36572062299967)"
2021,Alabama,Percent of adults aged 18 years and older who have obesity,44.4,55 - 64,"(32.84057112200048, -86.63186076199969)"
2021,Alabama,Percent of adults aged 18 years and older who have obesity,30.9,65 or older,"(32.84057112200048, -86.63186076199969)"
2021,Virginia,Percent of adults aged 18 years and older who have obesity,17.4,18 - 24,"(37.54268067400045, -78.45789046299967)"
2021,New Jersey,Percent of adults aged 18 years and older who have obesity,34.4,55 - 64,"(40.13057004800049, -74.27369128799967)"
2021,New Mexico,Percent of adults aged 18 years and older who have obesity,35.6,55 - 64,"(34.52088095200048, -106.24058098499967)"
2021,Massachusetts,Percent of adults aged 18 years and older who have obesity,30.2,45 - 54,"(42.27687047000046, -72.08269067499964)"
2021,Ohio,Percent of adults aged 18 years and older who have obesity,45.7,45 - 54,"(40.06021014100048, -82.40426005599966)"
2021,Maryland,Percent of adults aged 18 years and older who have obesity,30.1,65 or older,"(39.29058096400047, -76.60926011099963)"
2021,Kansas,Percent of adults aged 18 years and older who have obesity,31.1,65 or older,"(38.34774030000045, -98.20078122699965)"
2021,North Dakota,Percent of adults aged 18 years and older who have obesity,42.5,55 - 64,"(47.47531977900047, -100.11842104899966)"
2021,Idaho,Percent of adults aged 18 years and older who have obesity,38.1,55 - 64,"(43.682630005000476, -114.3637300419997)"
2021,Tennessee,Percent of adults aged 18 years and older who have obesity,43.3,45 - 54,"(35.68094058000048, -85.77449091399967)"
2021,Iowa,Percent of adults aged 18 years and older who have obesity,21.7,18 - 24,"(42.46940091300047, -93.81649055599968)"
2021,Vermont,Percent of adults aged 18 years and older who have obesity,35.0,45 - 54,"(43.62538123900049, -72.51764079099962)"
2021,Louisiana,Percent of adults aged 18 years and older who have obesity,42.8,35 - 44,"(31.31266064400046, -92.44568007099969)"
2021,West Virginia,Percent of adults aged 18 years and older who have obesity,30.4,18 - 24,"(38.66551020200046, -80.71264013499967)"
2021,Wisconsin,Percent of adults aged 18 years and older who have obesity,39.5,55 - 64,"(44.39319117400049, -89.81637074199966)"
2021,Virginia,Percent of adults aged 18 years and older who have obesity,41.4,55 - 64,"(37.54268067400045, -78.45789046299967)"
2021,Montana,Percent of adults aged 18 years and older who have obesity,36.0,45 - 54,"(47.06652897200047, -109.42442064499971)"
2021,North Carolina,Percent of adults aged 18 years and older who have obesity,45.2,55 - 64,"(35.466220975000454, -79.15925046299964)"
2021,Rhode Island,Percent of adults aged 18 years and older who have obesity,24.9,65 or older,"(41.70828019300046, -71.52247031399963)"
2021,New York,Percent of adults aged 18 years and older who have obesity,34.2,55 - 64,"(42.82700103200045, -75.54397042699964)"
2021,Maine,Percent of adults aged 18 years and older who have obesity,39.1,45 - 54,"(45.254228894000505, -68.98503133599962)"
2021,Indiana,Percent of adults aged 18 years and older who have obesity,41.9,55 - 64,"(39.766910452000445, -86.14996019399968)"
2021,California,Percent of adults aged 18 years and older who have obesity,19.5,18 - 24,"(37.63864012300047, -120.99999953799971)"
2021,Arizona,Percent of adults aged 18 years and older who have obesity,36.9,35 - 44,"(34.865970280000454, -111.76381127699972)"
2021,Nebraska,Percent of adults aged 18 years and older who have obesity,42.3,55 - 64,"(41.6410409880005, -99.36572062299967)"
2021,North Dakota,Percent of adults aged 18 years and older who have obesity,18.0,18 - 24,"(47.47531977900047, -100.11842104899966)"
2021,Pennsylvania,Percent of adults aged 18 years and older who have obesity,40.9,45 - 54,"(40.79373015200048, -77.86070029399963)"
2021,Minnesota,Percent of adults aged 18 years and older who have obesity,38.3,45 - 54,"(46.35564873600049, -94.79420050299967)"
2021,Iowa,Percent of adults aged 18 years and older who have obesity,37.5,55 - 64,"(42.46940091300047, -93.81649055599968)"
2021,Connecticut,Percent of adults aged 18 years and older who have obesity,36.0,45 - 54,"(41.56266102000046, -72.64984095199964)"
2021,District of Columbia,Percent of adults aged 18 years and older who have obesity,24.0,65 or older,"(38.89037138500049, -77.03196112699965)"
2021,Guam,Percent of adults aged 18 years and older who have obesity,39.7,55 - 64,"(13.444304, 144.793731)"
2021,District of Columbia,Percent of adults aged 18 years and older who have obesity,15.5,18 - 24,"(38.89037138500049, -77.03196112699965)"
2021,Wyoming,Percent of adults aged 18 years and older who have obesity,34.2,55 - 64,"(43.23554134300048, -108.10983035299967)"
2021,Delaware,Percent of adults aged 18 years and older who have obesity,39.3,55 - 64,"(39.008830667000495, -75.57774116799965)"
2021,Hawaii,Percent of adults aged 18 years and older who have obesity,22.6,55 - 64,"(21.304850435000446, -157.85774940299973)"
2021,Alaska,Percent of adults aged 18 years and older who have obesity,33.3,35 - 44,"(64.84507995700051, -147.72205903599973)"
2021,Illinois,Percent of adults aged 18 years and older who have obesity,38.5,45 - 54,"(40.48501028300046, -88.99771017799969)"
2021,Massachusetts,Percent of adults aged 18 years and older who have obesity,31.6,35 - 44,"(42.27687047000046, -72.08269067499964)"
2021,Kansas,Percent of adults aged 18 years and older who have obesity,40.9,35 - 44,"(38.34774030000045, -98.20078122699965)"
2021,South Dakota,Percent of adults aged 18 years and older who have obesity,43.9,25 - 34,"(44.353130053000484, -100.3735306369997)"
2021,Rhode Island,Percent of adults aged 18 years and older who have obesity,31.1,25 - 34,"(41.70828019300046, -71.52247031399963)"
2021,New York,Percent of adults aged 18 years and older who have obesity,35.2,45 - 54,"(42.82700103200045, -75.54397042699964)"
2021,Utah,Percent of adults aged 18 years and older who have obesity,32.2,25 - 34,"(39.360700171000474, -111.58713063499971)"
2021,Ohio,Percent of adults aged 18 years and older who have obesity,35.7,65 or older,"(40.06021014100048, -82.40426005599966)"
2021,Georgia,Percent of adults aged 18 years and older who have obesity,19.4,18 - 24,"(32.83968109300048, -83.62758034599966)"
2021,Delaware,Percent of adults aged 18 years and older who have obesity,31.4,25 - 34,"(39.008830667000495, -75.57774116799965)"
2021,California,Percent of adults aged 18 years and older who have obesity,31.7,55 - 64,"(37.63864012300047, -120.99999953799971)"
2021,Wyoming,Percent of adults aged 18 years and older who have obesity,28.8,18 - 24,"(43.23554134300048, -108.10983035299967)"
